ip482	,612.799988,3064
ip483	,33874.601563,338746
ip484	,13596.000000,13596
ip485	,26973.945313,485531
ip486	,16635.000000,465780
ip487	,3564.000000,3564
ip488	,20734.166016,373215
ip489	,4331.500000,8663
ip490	,7339.333496,22018
ip491	,1370.666626,4112
ip492	,22108.000000,22108
ip493	,0.000000,0
ip494	,0.000000,0
ip495	,303.500000,607
ip496	,12550.000000,125500
ip497	,14528.654297,377745
ip498	,2834.500000,5669
ip499	,4594.000000,41346
ip500	,121229.203125,606146
ip501	,12550.000000,37650
ip502	,16401.199219,164012
ip503	,69181.000000,69181
ip504	,26513.705078,450733
ip505	,41437.000000,41437
ip506	,12550.000000,12550
ip507	,13596.000000,13596
ip508	,299.000000,598
ip509	,40416.000000,40416
ip510	,2117.500000,8470
ip511	,12550.000000,12550
ip512	,33874.601563,338746
ip513	,12550.000000,12550
ip514	,29093.539063,378216
ip515	,13523.900391,270478
ip516	,26719.234375,454227
ip517	,9016.000000,9016
ip518	,3924.000000,15696
ip519	,0.000000,0
ip520	,31679.000000,316790
ip521	,12550.000000,12550
ip522	,3477.666748,10433
ip523	,244.399994,1222
ip524	,33874.601563,338746
ip525	,101120.601563,505603
ip526	,286.000000,286
ip527	,150202.171875,1802426
ip528	,33874.601563,338746
ip529	,41828.000000,41828
ip530	,18877.953125,396437
ip531	,16104.555664,144941
ip532	,33874.601563,338746
ip533	,318.000000,318
ip534	,37505.000000,37505
ip535	,12550.000000,12550
ip536	,66836.000000,735196
ip537	,15952.125000,127617
ip538	,4700.500000,18802
ip539	,29521.818359,324740
ip540	,53502.566406,1230559
ip541	,13000.000000,39000
ip542	,19341.000000,19341
ip543	,81083.000000,81083
ip544	,72090.000000,72090
ip545	,7383.000000,7383
ip546	,16683.333984,50050
ip547	,117492.000000,117492
ip548	,34868.578125,662503
ip549	,31211.714844,218482
ip550	,20734.166016,373215
ip551	,20734.166016,373215
ip552	,12550.000000,62750
ip553	,112796.710938,1579154
ip554	,55332.000000,110664
ip555	,33874.601563,338746
ip556	,21174.800781,211748
ip557	,7540.666504,22622
ip558	,33874.601563,338746
ip559	,2088.000000,2088
ip560	,111604.250000,446417
ip561	,2369242.500000,4738485
ip562	,31025.666016,93077
ip563	,17863.000000,17863
ip564	,25571.500000,409144
ip565	,24088.875000,192711
ip566	,505862.000000,5058620
ip567	,72090.000000,72090
ip568	,81083.000000,81083
ip569	,12550.000000,12550
ip570	,12550.000000,25100
ip571	,569239.000000,2276956
ip572	,59295.000000,59295
ip573	,318.000000,318
ip574	,16801.500000,134412
ip575	,1168.000000,7008
ip576	,8198.750000,65590
ip577	,110095.000000,110095
ip578	,12550.000000,25100
ip579	,8198.750000,65590
ip580	,31679.000000,316790
ip581	,9829.500000,19659
ip582	,7341.909180,80761
ip583	,12550.000000,12550
ip584	,20182.378906,746748
ip585	,41828.000000,41828
ip586	,31679.000000,316790
ip587	,81083.000000,81083
ip588	,8198.750000,65590
ip589	,27545.250000,220362
ip590	,143.000000,572
ip591	,13600.000000,13600
ip592	,58136.000000,58136
ip593	,41828.000000,41828
ip594	,0.000000,0
ip595	,81083.000000,81083
ip596	,105830.000000,105830
ip597	,1370.666626,4112
ip598	,9825.000000,9825
ip599	,143.000000,286
ip600	,31679.000000,316790
ip601	,277.000000,554
ip602	,109331.000000,109331
ip603	,13836.485352,484277
ip604	,13714.400391,68572
ip605	,22814.000000,22814
ip606	,11077.000000,11077
ip607	,24088.875000,192711
ip608	,12550.000000,37650
ip609	,6412.000000,12824
ip610	,21174.800781,211748
ip611	,8198.750000,131180
ip612	,15036.102539,586408
ip613	,17620.000000,70480
ip614	,6943.000000,13886
ip615	,40027.000000,40027
ip616	,110095.000000,110095
ip617	,30824.000000,339064
ip618	,12271.000000,12271
ip619	,8655.000000,8655
ip620	,12550.000000,37650
ip621	,143.000000,286
ip622	,28790.000000,28790
ip623	,277.000000,277
ip624	,4377.333496,13132
ip625	,65855.000000,65855
ip626	,15384.857422,107694
ip627	,35163.554688,316472
ip628	,12550.000000,50200
ip629	,19659.630859,373533
ip630	,30824.000000,339064
ip631	,33874.601563,338746
ip632	,28255.333984,339064
ip633	,9829.500000,19659
ip634	,14603.310547,423496
ip635	,28500.375000,228003
ip636	,1190.500000,2381
ip637	,33068.667969,396824
ip638	,109181.335938,327544
ip639	,143.000000,286
ip640	,0.000000,0
ip641	,33874.601563,338746
ip642	,20734.166016,373215
ip643	,106253.664063,318761
ip644	,8599.000000,8599
ip645	,106253.664063,318761
ip646	,15384.857422,107694
ip647	,109230.500000,218461
ip648	,31679.000000,316790
ip649	,30824.000000,339064
ip650	,143.000000,286
ip651	,17620.000000,70480
ip652	,12550.000000,100400
ip653	,3083.571533,21585
ip654	,9880.500000,19761
ip655	,20405.500000,40811
ip656	,9829.500000,19659
ip657	,27998.562500,447977
ip658	,6375.500000,12751
ip659	,122300.000000,122300
ip660	,16401.199219,164012
ip661	,16401.199219,164012
ip662	,105830.000000,105830
ip663	,25439.646484,432474
ip664	,27738.500000,55477
ip665	,12550.000000,12550
ip666	,0.000000,0
ip667	,318.000000,636
ip668	,33874.601563,338746
ip669	,10113.700195,101137
ip670	,23319.646484,396434
ip671	,110095.000000,110095
ip672	,40874.000000,40874
ip673	,160941.328125,482824
ip674	,29093.539063,378216
ip675	,33874.601563,338746
ip676	,17620.000000,70480
ip677	,22315.833984,267790
ip678	,41828.000000,41828
ip679	,8198.750000,65590
ip680	,0.000000,0
ip681	,30824.000000,339064
ip682	,91381.664063,274145
ip683	,33874.601563,338746
ip684	,286.000000,286
ip685	,2905.000000,2905
ip686	,9829.500000,19659
ip687	,16049.428711,224692
ip688	,4166.399902,41664
ip689	,33874.601563,338746
ip690	,25861.000000,284471
ip691	,12810.000000,12810
ip692	,30824.000000,339064
ip693	,12550.000000,25100
ip694	,102525.101563,2050502
ip695	,15384.857422,107694
ip696	,302.500000,605
ip697	,15384.857422,107694
ip698	,37505.000000,37505
ip699	,630705.000000,2522820
ip700	,33874.601563,338746
ip701	,16248.000000,16248
ip702	,20720.777344,186487
ip703	,12550.000000,12550
ip704	,16401.199219,164012
ip705	,12550.000000,50200
ip706	,33874.601563,338746
ip707	,8198.750000,65590
ip708	,6412.000000,25648
ip709	,143.000000,286
ip710	,110095.000000,110095
ip711	,19659.630859,373533
ip712	,30824.000000,339064
ip713	,25015.773438,775489
ip714	,33874.601563,338746
ip715	,9829.500000,19659
ip716	,109331.000000,109331
ip717	,33874.601563,338746
ip718	,9829.500000,19659
ip719	,33874.601563,338746
ip720	,13112.713867,91789
ip721	,65855.000000,65855
ip722	,10220.083984,2667442
ip723	,143.000000,572
ip724	,30824.000000,339064
ip725	,31679.000000,316790
ip726	,111604.250000,446417
ip727	,46943.000000,93886
ip728	,9829.500000,19659
ip729	,56744.066406,851161
ip730	,44538.937500,3518576
ip731	,6667.500000,13335
ip732	,30824.000000,339064
ip733	,12547.857422,87835
ip734	,103816.335938,311449
ip735	,302.500000,605
ip736	,27555.400391,413331
ip737	,29739.857422,416358
ip738	,33874.601563,338746
ip739	,25556.250000,408900
ip740	,12550.000000,12550
ip741	,37454.714844,262183
ip742	,286.000000,286
ip743	,2905.000000,2905
ip744	,143.000000,286
ip745	,12550.000000,37650
ip746	,559599.000000,559599
ip747	,24368.052734,462993
ip748	,12550.000000,25100
ip749	,65855.000000,65855
ip750	,30824.000000,339064
ip751	,6412.000000,12824
ip752	,12808.000000,12808
ip753	,12550.000000,12550
ip754	,159.000000,318
ip755	,37505.000000,37505
ip756	,20405.500000,40811
ip757	,6275.000000,12550
ip758	,33068.667969,396824
ip759	,65855.000000,65855
ip760	,36360.667969,218164
ip761	,99060.234375,1287783
ip762	,12550.000000,25100
ip763	,113948.750000,455795
ip764	,30824.000000,339064
ip765	,5536.000000,11072
ip766	,32276.666016,677810
ip767	,286.000000,286
ip768	,19659.630859,373533
ip769	,31679.000000,316790
ip770	,23227.000000,92908
ip771	,16977.142578,594200
ip772	,17458.000000,34916
ip773	,26914.646484,457549
ip774	,0.000000,0
ip775	,84528.601563,422643
ip776	,26669.111328,240022
ip777	,4971.000000,14913
ip778	,81083.000000,81083
ip779	,39125.250000,156501
ip780	,7030.000000,14060
ip781	,91381.664063,274145
ip782	,6418.000000,12836
ip783	,76857.000000,153714
ip784	,5180.555664,46625
ip785	,21436.296875,1371923
ip786	,318.000000,318
ip787	,24665.312500,394645
ip788	,30824.000000,339064
ip789	,12324.000000,12324
ip790	,318.000000,636
ip791	,210197.000000,630591
ip792	,14684.875000,117479
ip793	,21073.000000,42146
ip794	,8198.750000,65590
ip795	,30715.000000,368580
ip796	,0.000000,0
ip797	,28467.500000,284675
ip798	,8198.750000,65590
ip799	,16401.199219,164012
ip800	,41828.000000,41828
ip801	,65855.000000,65855
ip802	,52842.000000,52842
ip803	,19659.630859,373533
ip804	,21174.800781,211748
ip805	,0.000000,0
ip806	,10808.315430,205358
ip807	,2551.833252,15311
ip808	,3515.500000,7031
ip809	,7383.000000,7383
ip810	,12550.000000,25100
ip811	,26378.599609,263786
ip812	,12550.000000,12550
ip813	,59545.000000,59545
ip814	,95.333336,286
ip815	,59295.000000,59295
ip816	,12550.000000,12550
ip817	,6412.000000,12824
ip818	,101310.398438,506552
ip819	,6412.000000,12824
ip820	,29573.000000,29573
ip821	,36287.000000,145148
ip822	,23348.750000,93395
ip823	,22018.666016,66056
ip824	,7863.500000,47181
ip825	,22345.064453,1720570
ip826	,12550.000000,12550
ip827	,29093.539063,378216
ip828	,27484.714844,192393
ip829	,95.333336,286
ip830	,41917.000000,41917
ip831	,2444.000000,4888
ip832	,6683.500000,13367
ip833	,99188.000000,1686196
ip834	,33874.601563,338746
ip835	,100235.000000,200470
ip836	,65855.000000,65855
ip837	,14573.125000,233170
ip838	,5072.375000,121737
ip839	,143.000000,286
ip840	,7317.500000,14635
ip841	,9109.142578,63764
ip842	,308.000000,308
ip843	,31025.666016,93077
ip844	,3537.500000,7075
ip845	,24009.455078,264104
ip846	,12550.000000,12550
ip847	,21867.000000,21867
ip848	,207.666672,623
ip849	,143.000000,286
ip850	,8199.000000,8199
ip851	,12550.000000,12550
ip852	,6943.000000,13886
ip853	,7317.500000,14635
ip854	,12550.000000,12550
ip855	,5693.000000,5693
ip856	,6412.000000,12824
ip857	,31262.000000,31262
ip858	,15434.000000,15434
ip859	,21174.800781,211748
ip860	,6412.000000,25648
ip861	,13000.000000,39000
ip862	,143.000000,286
ip863	,277.000000,277
ip864	,1190.500000,2381
ip865	,19574.785156,1096188
ip866	,5936.000000,11872
ip867	,277.000000,277
ip868	,4441.000000,4441
ip869	,2263.000000,2263
ip870	,35466.500000,70933
ip871	,20760.130859,477483
ip872	,31679.000000,316790
ip873	,15620.000000,15620
ip874	,34957.273438,384530
ip875	,12550.000000,12550
ip876	,12550.000000,12550
ip877	,17620.000000,70480
ip878	,6418.000000,12836
ip879	,4530.777832,40777
ip880	,106253.664063,318761
ip881	,5901.799805,88527
ip882	,12550.000000,12550
ip883	,4367.000000,13101
ip884	,143.000000,286
ip885	,45048.000000,90096
ip886	,274.000000,274
ip887	,6418.000000,12836
ip888	,8198.750000,65590
ip889	,34343.500000,68687
ip890	,12550.000000,12550
ip891	,286.000000,286
ip892	,4102.086914,94348
ip893	,7317.500000,14635
ip894	,30824.000000,339064
ip895	,42517.683594,807836
ip896	,12923.458008,930489
ip897	,100269.000000,401076
ip898	,29394.615234,382130
ip899	,117492.000000,117492
ip900	,6273.666504,18821
ip901	,41828.000000,41828
ip902	,11452.272461,125975
ip903	,59295.000000,59295
ip904	,18700.800781,374016
ip905	,8307.750000,33231
ip906	,31679.000000,316790
ip907	,34306.761719,720442
ip908	,111745.000000,111745
ip909	,110095.000000,110095
ip910	,21174.800781,211748
ip911	,8198.750000,65590
ip912	,8198.750000,65590
ip913	,41828.000000,41828
ip914	,97746.000000,781968
ip915	,8198.750000,65590
ip916	,24088.875000,192711
ip917	,82025.000000,164050
ip918	,30824.000000,339064
ip919	,12550.000000,12550
ip920	,24882.615234,323474
ip921	,12550.000000,12550
ip922	,34433.582031,413203
ip923	,33874.601563,338746
ip924	,35163.554688,316472
ip925	,286.000000,286
ip926	,31679.000000,316790
ip927	,35163.554688,316472
ip928	,31679.000000,316790
ip929	,35163.554688,316472
ip930	,27121.857422,379706
ip931	,31679.000000,316790
ip932	,25225.937500,403615
ip933	,35163.554688,316472
ip934	,34485.156250,655218
ip935	,31679.000000,316790
ip936	,35163.554688,316472
ip937	,35163.554688,316472
ip938	,35163.554688,316472
ip939	,31679.000000,316790
ip940	,30589.455078,336484
ip941	,31679.000000,316790
ip942	,35163.554688,316472
ip943	,31679.000000,316790
ip944	,31679.000000,316790
ip945	,31679.000000,316790
ip946	,31679.000000,316790
ip947	,28847.726563,317325
ip948	,35163.554688,316472
ip949	,31679.000000,316790
ip950	,35163.554688,316472
ip951	,31679.000000,316790
ip952	,31679.000000,316790
ip953	,35163.554688,316472
ip954	,24584.132813,368762
ip955	,32754.900391,327549
ip956	,31679.000000,316790
ip957	,31679.000000,316790
ip958	,31679.000000,316790
ip959	,31679.000000,316790
ip960	,31679.000000,316790
ip961	,31679.000000,316790
ip962	,31679.000000,316790
ip963	,31679.000000,316790
ip964	,35163.554688,316472
ip965	,35163.554688,316472
ip966	,23054.062500,368865
ip967	,28912.333984,86737
ip968	,38289.167969,229735
ip969	,31679.000000,316790
ip970	,31679.000000,316790
ip971	,35163.554688,316472
ip972	,31679.000000,316790
ip973	,26613.166016,319358
ip974	,31679.000000,316790
ip975	,31679.000000,316790
ip976	,29572.091797,325293
ip977	,31679.000000,316790
ip978	,31679.000000,316790
ip979	,31679.000000,316790
ip980	,31679.000000,316790
ip981	,31679.000000,316790
ip982	,28245.333984,338944
ip983	,35163.554688,316472
ip984	,35163.554688,316472
ip985	,35163.554688,316472
ip986	,31679.000000,316790
ip987	,31679.000000,316790
ip988	,35163.554688,316472
ip989	,31679.000000,316790
ip990	,11077.000000,11077
ip991	,35163.554688,316472
ip992	,31679.000000,316790
ip993	,32754.900391,327549
ip994	,27155.470703,461643
ip995	,31679.000000,316790
ip996	,31679.000000,316790
ip997	,31679.000000,316790
ip998	,38531.437500,616503
ip999	,31679.000000,316790
ip1000	,31679.000000,316790
ip1001	,29570.636719,325277
ip1002	,24777.466797,371662
ip1003	,28861.583984,346339
ip1004	,23904.412109,406375
ip1005	,31679.000000,316790
ip1006	,31679.000000,316790
ip1007	,24709.175781,420056
ip1008	,35163.554688,316472
ip1009	,31777.000000,540209
ip1010	,35163.554688,316472
ip1011	,31679.000000,316790
ip1012	,31032.166016,372386
